,KODE_KEC,KODE_KK,KODE_PROV,KECAMATAN,KAB_KOTA,PROVINSI,FID
6464,18.04.08,18.04,18,Sekincau,Lampung Barat,Lampung,18.04.08
6465,18.04.09,18.04,18,Suoh,Lampung Barat,Lampung,18.04.09
6466,92.04.10,92.04,92,Moswaren,Sorong Selatan,Papua Barat Daya,92.04.10
6467,18.04.10,18.04,18,Batu Brak,Lampung Barat,Lampung,18.04.10
6468,12.14.09,12.14,12,Susua,Nias Selatan,Sumatera Utara,12.14.09
6469,18.04.11,18.04,18,Sukau,Lampung Barat,Lampung,18.04.11
6470,12.14.14,12.14,12,Umbunasi,Nias Selatan,Sumatera Utara,12.14.14
6471,12.14.15,12.14,12,Aramo,Nias Selatan,Sumatera Utara,12.14.15
6472,12.14.12,12.14,12,Toma,Nias Selatan,Sumatera Utara,12.14.12
6473,12.14.13,12.14,12,Mazino,Nias Selatan,Sumatera Utara,12.14.13
6474,12.14.18,12.14,12,Fanayama,Nias Selatan,Sumatera Utara,12.14.18
6475,12.14.19,12.14,12,Ulunoyo,Nias Selatan,Sumatera Utara,12.14.19
6476,12.14.16,12.14,12,Pulau-Pulau Batu Timur,Nias Selatan,Sumatera Utara,12.14.16
6477,12.14.17,12.14,12,Mazo,Nias Selatan,Sumatera Utara,12.14.17
6478,92.04.15,92.04,92,Konda,Sorong Selatan,Papua Barat Daya,92.04.15
6479,92.04.14,92.04,92,Kais,Sorong Selatan,Papua Barat Daya,92.04.14
6480,12.14.10,12.14,12,Maniamolo,Nias Selatan,Sumatera Utara,12.14.10
6481,12.14.11,12.14,12,Hilimegai,Nias Selatan,Sumatera Utara,12.14.11
6482,12.04.27,12.04,12,Ulugawo,Nias,Sumatera Utara,12.04.27
6483,12.04.28,12.04,12,Ma'U,Nias,Sumatera Utara,12.04.28
6484,12.04.29,12.04,12,Somolo-Molo,Nias,Sumatera Utara,12.04.29
6485,12.04.20,12.04,12,Hiliserangkai,Nias,Sumatera Utara,12.04.20
6486,12.04.21,12.04,12,Botomuzoi,Nias,Sumatera Utara,12.04.21
6487,14.04.02,14.04,14,Enok,Indragiri Hilir,Riau,14.04.02
6488,14.04.03,14.04,14,Kuala Indragiri,Indragiri Hilir,Riau,14.04.03
6489,14.04.01,14.04,14,Reteh,Indragiri Hilir,Riau,14.04.01
6490,14.04.06,14.04,14,Gaung Anak Serka,Indragiri Hilir,Riau,14.04.06
6491,14.04.07,14.04,14,Mandah,Indragiri Hilir,Riau,14.04.07
6492,14.04.04,14.04,14,Tembilahan,Indragiri Hilir,Riau,14.04.04
6493,14.04.05,14.04,14,Tempuling,Indragiri Hilir,Riau,14.04.05
6494,12.04.35,12.04,12,Sogae'Adu,Nias,Sumatera Utara,12.04.35
6495,14.04.08,14.04,14,Kateman,Indragiri Hilir,Riau,14.04.08
6496,14.04.09,14.04,14,Keritang,Indragiri Hilir,Riau,14.04.09
6497,14.04.13,14.04,14,Tembilahan Hulu,Indragiri Hilir,Riau,14.04.13
6498,14.04.14,14.04,14,Kemuning,Indragiri Hilir,Riau,14.04.14
6499,14.04.11,14.04,14,Batang Tuaka,Indragiri Hilir,Riau,14.04.11
6500,14.04.12,14.04,14,Gaung,Indragiri Hilir,Riau,14.04.12
6501,14.04.17,14.04,14,Pulau Burung,Indragiri Hilir,Riau,14.04.17
6502,14.04.18,14.04,14,Concong,Indragiri Hilir,Riau,14.04.18
6503,14.04.15,14.04,14,Pelangiran,Indragiri Hilir,Riau,14.04.15
6504,15.01.02,15.01,15,Danau Kerinci,Kerinci,Jambi,15.01.02
6505,14.04.16,14.04,14,Teluk Belengkong,Indragiri Hilir,Riau,14.04.16
6506,15.01.01,15.01,15,Gunung Raya,Kerinci,Jambi,15.01.01
6507,61.72.01,61.72,61,Singkawang Tengah,Kota Singkawang,Kalimantan Barat,61.72.01
6508,14.04.10,14.04,14,Tanah Merah,Indragiri Hilir,Riau,14.04.10
6509,61.72.02,61.72,61,Singkawang Barat,Kota Singkawang,Kalimantan Barat,61.72.02
6510,18.09.03,18.09,18,Tegineneng,Pesawaran,Lampung,18.09.03
6511,18.09.04,18.09,18,Way Lima,Pesawaran,Lampung,18.09.04
6512,61.72.05,61.72,61,Singkawang Selatan,Kota Singkawang,Kalimantan Barat,61.72.05
6513,18.09.01,18.09,18,Gedong Tataan,Pesawaran,Lampung,18.09.01
6514,18.09.02,18.09,18,Negeri Katon,Pesawaran,Lampung,18.09.02
6515,61.72.03,61.72,61,Singkawang Timur,Kota Singkawang,Kalimantan Barat,61.72.03
6516,18.09.07,18.09,18,Kedondong,Pesawaran,Lampung,18.09.07
6517,61.72.04,61.72,61,Singkawang Utara,Kota Singkawang,Kalimantan Barat,61.72.04
6518,33.17.07,33.17,33,Pamotan,Rembang,Jawa Tengah,33.17.07
6519,18.09.08,18.09,18,Marga Punduh,Pesawaran,Lampung,18.09.08
6520,33.17.08,33.17,33,Sulang,Rembang,Jawa Tengah,33.17.08
6521,18.09.05,18.09,18,Padang Cermin,Pesawaran,Lampung,18.09.05
6522,33.17.05,33.17,33,Sarang,Rembang,Jawa Tengah,33.17.05
6523,18.09.06,18.09,18,Punduh Pidada,Pesawaran,Lampung,18.09.06
6524,33.17.06,33.17,33,Sedan,Rembang,Jawa Tengah,33.17.06
6525,33.17.09,33.17,33,Kaliori,Rembang,Jawa Tengah,33.17.09
6526,33.17.03,33.17,33,Gunem,Rembang,Jawa Tengah,33.17.03
6527,33.17.04,33.17,33,Sale,Rembang,Jawa Tengah,33.17.04
6528,33.17.01,33.17,33,Sumber,Rembang,Jawa Tengah,33.17.01
6529,33.17.02,33.17,33,Bulu,Rembang,Jawa Tengah,33.17.02
6530,18.09.09,18.09,18,Way Khilau,Pesawaran,Lampung,18.09.09
6531,15.09.06,15.09,15,VII Koto,Tebo,Jambi,15.09.06
6532,15.09.07,15.09,15,Rimbo Ulu,Tebo,Jambi,15.09.07
6533,15.09.04,15.09,15,Rimbo Bujang,Tebo,Jambi,15.09.04
6534,15.09.05,15.09,15,Sumay,Tebo,Jambi,15.09.05
6535,15.09.08,15.09,15,Rimbo Ilir,Tebo,Jambi,15.09.08
6536,15.09.09,15.09,15,Tengah Ilir,Tebo,Jambi,15.09.09
6537,15.09.02,15.09,15,Tebo Ilir,Tebo,Jambi,15.09.02
6538,15.09.03,15.09,15,Tebo Ulu,Tebo,Jambi,15.09.03
6539,15.09.01,15.09,15,Tebo Tengah,Tebo,Jambi,15.09.01
6540,18.09.10,18.09,18,Teluk Pandan,Pesawaran,Lampung,18.09.10
6541,18.09.11,18.09,18,Way Ratai,Pesawaran,Lampung,18.09.11
6542,35.08.07,35.08,35,Yosowilangun,Lumajang,Jawa Timur,35.08.07
6543,35.08.08,35.08,35,Rowokangkung,Lumajang,Jawa Timur,35.08.08
6544,35.08.05,35.08,35,Tempeh,Lumajang,Jawa Timur,35.08.05
6545,35.08.06,35.08,35,Kunir,Lumajang,Jawa Timur,35.08.06
6546,35.08.09,35.08,35,Tekung,Lumajang,Jawa Timur,35.08.09
6547,91.18.01,91.18,91,Agats,Asmat,Papua Selatan,91.18.01
6548,35.08.03,35.08,35,Candipuro,Lumajang,Jawa Timur,35.08.03
6549,35.08.04,35.08,35,Pasirian,Lumajang,Jawa Timur,35.08.04
6550,91.18.04,91.18,91,Akat,Asmat,Papua Selatan,91.18.04
6551,35.08.01,35.08,35,Tempursari,Lumajang,Jawa Timur,35.08.01
6552,32.04.06,32.04,32,Cimenyan,Bandung,Jawa Barat,32.04.06
6553,91.18.05,91.18,91,Fayit,Asmat,Papua Selatan,91.18.05
6554,35.08.02,35.08,35,Pronojiwo,Lumajang,Jawa Timur,35.08.02
6555,32.04.07,32.04,32,Cilengkrang,Bandung,Jawa Barat,32.04.07
6556,91.18.02,91.18,91,Atsj,Asmat,Papua Selatan,91.18.02
6557,13.05.15,13.05,13,2 X 11 Kayu Tanam,Padang Pariaman,Sumatera Barat,13.05.15
6558,91.18.03,91.18,91,Sawa Erma,Asmat,Papua Selatan,91.18.03
6559,13.05.16,13.05,13,Patamuan,Padang Pariaman,Sumatera Barat,13.05.16
6560,32.04.05,32.04,32,Cileunyi,Bandung,Jawa Barat,32.04.05
6561,13.05.13,13.05,13,Batang Gasan,Padang Pariaman,Sumatera Barat,13.05.13
6562,13.05.14,13.05,13,V Koto Timur,Padang Pariaman,Sumatera Barat,13.05.14
6563,32.04.08,32.04,32,Bojongsoang,Bandung,Jawa Barat,32.04.08
6564,32.04.09,32.04,32,Margahayu,Bandung,Jawa Barat,32.04.09
6565,13.05.17,13.05,13,Enam Lingkung,Padang Pariaman,Sumatera Barat,13.05.17
6566,13.05.11,13.05,13,Sintuak Toboh Gadang,Padang Pariaman,Sumatera Barat,13.05.11
6567,13.05.12,13.05,13,Padang Sago,Padang Pariaman,Sumatera Barat,13.05.12
6568,13.05.10,13.05,13,Ulakan Tapakih,Padang Pariaman,Sumatera Barat,13.05.10
6569,35.08.18,35.08,35,Randuagung,Lumajang,Jawa Timur,35.08.18
6570,35.08.19,35.08,35,Klakah,Lumajang,Jawa Timur,35.08.19
6571,91.18.08,91.18,91,Suru-suru,Asmat,Papua Selatan,91.18.08
6572,35.08.16,35.08,35,Kedungjajang,Lumajang,Jawa Timur,35.08.16
6573,91.18.09,91.18,91,Kolf Braza,Asmat,Papua Selatan,91.18.09
6574,35.08.17,35.08,35,Jatiroto,Lumajang,Jawa Timur,35.08.17
6575,91.18.06,91.18,91,Pantai Kasuari,Asmat,Papua Selatan,91.18.06
6576,91.18.07,91.18,91,Suator,Asmat,Papua Selatan,91.18.07
6577,12.24.02,12.24,12,Sawo,Nias Utara,Sumatera Utara,12.24.02
6578,12.24.03,12.24,12,Tuhemberua,Nias Utara,Sumatera Utara,12.24.03
6579,12.24.01,12.24,12,Lotu,Nias Utara,Sumatera Utara,12.24.01
6580,35.08.10,35.08,35,Lumajang,Lumajang,Jawa Timur,35.08.10
6581,12.24.06,12.24,12,Alasa Talumuzoi,Nias Utara,Sumatera Utara,12.24.06
6582,35.08.11,35.08,35,Pasrujambe,Lumajang,Jawa Timur,35.08.11
6583,91.18.11,91.18,91,Joerat,Asmat,Papua Selatan,91.18.11
6584,12.24.07,12.24,12,Alasa,Nias Utara,Sumatera Utara,12.24.07
6585,91.18.12,91.18,91,Pulau Tiga,Asmat,Papua Selatan,91.18.12
6586,12.24.04,12.24,12,Sitolu Ori,Nias Utara,Sumatera Utara,12.24.04
6587,12.24.05,12.24,12,Namohalu Esiwa,Nias Utara,Sumatera Utara,12.24.05
6588,35.08.14,35.08,35,Padang,Lumajang,Jawa Timur,35.08.14
6589,91.18.10,91.18,91,Unir Sirau,Asmat,Papua Selatan,91.18.10
6590,35.08.15,35.08,35,Sukodono,Lumajang,Jawa Timur,35.08.15
6591,91.18.15,91.18,91,Kopay,Asmat,Papua Selatan,91.18.15
6592,35.08.12,35.08,35,Senduro,Lumajang,Jawa Timur,35.08.12
6593,32.04.17,32.04,32,Cimaung,Bandung,Jawa Barat,32.04.17
6594,91.18.16,91.18,91,Safan,Asmat,Papua Selatan,91.18.16
6595,35.08.13,35.08,35,Gucialit,Lumajang,Jawa Timur,35.08.13
6596,91.18.13,91.18,91,Jetsy,Asmat,Papua Selatan,91.18.13
6597,32.04.15,32.04,32,Pangalengan,Bandung,Jawa Barat,32.04.15
6598,91.18.14,91.18,91,Der Koumur,Asmat,Papua Selatan,91.18.14
6599,32.04.16,32.04,32,Arjasari,Bandung,Jawa Barat,32.04.16
6600,32.04.10,32.04,32,Margaasih,Bandung,Jawa Barat,32.04.10
6601,32.04.13,32.04,32,Banjaran,Bandung,Jawa Barat,32.04.13
6602,32.04.14,32.04,32,Pameungpeuk,Bandung,Jawa Barat,32.04.14
6603,32.04.11,32.04,32,Katapang,Bandung,Jawa Barat,32.04.11
6604,32.04.12,32.04,32,Dayeuhkolot,Bandung,Jawa Barat,32.04.12
6605,12.24.08,12.24,12,Tugala Oyo,Nias Utara,Sumatera Utara,12.24.08
6606,62.04.01,62.04,62,Jenamas,Barito Selatan,Kalimantan Tengah,62.04.01
6607,12.24.09,12.24,12,Afulu,Nias Utara,Sumatera Utara,12.24.09
6608,62.04.02,62.04,62,Dusun Hilir,Barito Selatan,Kalimantan Tengah,62.04.02
6609,91.18.19,91.18,91,Betcbamu,Asmat,Papua Selatan,91.18.19
6610,91.18.17,91.18,91,Sirets,Asmat,Papua Selatan,91.18.17
6611,62.04.05,62.04,62,Gn. Bintang Awai,Barito Selatan,Kalimantan Tengah,62.04.05
6612,91.18.18,91.18,91,Ayip,Asmat,Papua Selatan,91.18.18
6613,62.04.06,62.04,62,Dusun Selatan,Barito Selatan,Kalimantan Tengah,62.04.06
6614,62.04.03,62.04,62,Karau Kuala,Barito Selatan,Kalimantan Tengah,62.04.03
6615,12.24.11,12.24,12,Lahewa Timur,Nias Utara,Sumatera Utara,12.24.11
6616,62.04.04,62.04,62,Dusun Utara,Barito Selatan,Kalimantan Tengah,62.04.04
6617,91.18.22,91.18,91,Awyu,Asmat,Papua Selatan,91.18.22
6618,91.18.23,91.18,91,Koroway Buluanop,Asmat,Papua Selatan,91.18.23
6619,91.18.20,91.18,91,Joutu,Asmat,Papua Selatan,91.18.20
6620,91.18.21,91.18,91,Aswi,Asmat,Papua Selatan,91.18.21
6621,32.04.28,32.04,32,Rancaekek,Bandung,Jawa Barat,32.04.28
6622,32.04.29,32.04,32,Ciparay,Bandung,Jawa Barat,32.04.29
6623,32.04.26,32.04,32,Nagreg,Bandung,Jawa Barat,32.04.26
6624,32.04.27,32.04,32,Cikancung,Bandung,Jawa Barat,32.04.27
6625,12.24.10,12.24,12,Lahewa,Nias Utara,Sumatera Utara,12.24.10
6626,18.01.23,18.01,18,Way Sulan,Lampung Selatan,Lampung,18.01.23
6627,18.01.24,18.01,18,Way Panji,Lampung Selatan,Lampung,18.01.24
6628,92.04.22,92.04,92,Saifi,Sorong Selatan,Papua Barat Daya,92.04.22
6629,32.04.25,32.04,32,Cicalengka,Bandung,Jawa Barat,32.04.25
6630,92.04.20,92.04,92,Matemani,Sorong Selatan,Papua Barat Daya,92.04.20
6631,92.04.21,92.04,92,Kokoda Utara,Sorong Selatan,Papua Barat Daya,92.04.21
6632,53.10.03,53.10,53,Ruteng,Manggarai,Nusa Tenggara Timur,53.10.03
6633,53.10.01,53.10,53,Wae Rii,Manggarai,Nusa Tenggara Timur,53.10.01
6634,53.10.06,53.10,53,Cibal,Manggarai,Nusa Tenggara Timur,53.10.06
6635,51.05.02,51.05,51,Banjarangkan,Klungkung,Bali,51.05.02
6636,51.05.03,51.05,51,Klungkung,Klungkung,Bali,51.05.03
6637,53.10.05,53.10,53,Satar Mese,Manggarai,Nusa Tenggara Timur,53.10.05
6638,51.05.01,51.05,51,Nusa Penida,Klungkung,Bali,51.05.01
6639,51.05.04,51.05,51,Dawan,Klungkung,Bali,51.05.04
6640,92.04.26,92.04,92,Kais Darat,Sorong Selatan,Papua Barat Daya,92.04.26
6641,32.04.39,32.04,32,Ciwidey,Bandung,Jawa Barat,32.04.39
6642,92.04.24,92.04,92,Fokour,Sorong Selatan,Papua Barat Daya,92.04.24
6643,32.04.37,32.04,32,Soreang,Bandung,Jawa Barat,32.04.37
6644,92.04.25,92.04,92,Salkma,Sorong Selatan,Papua Barat Daya,92.04.25
6645,32.04.38,32.04,32,Pasirjambu,Bandung,Jawa Barat,32.04.38
6646,32.04.31,32.04,32,Kertasari,Bandung,Jawa Barat,32.04.31
6647,32.04.32,32.04,32,Baleendah,Bandung,Jawa Barat,32.04.32
6648,32.04.30,32.04,32,Pacet,Bandung,Jawa Barat,32.04.30
6649,32.04.35,32.04,32,Paseh,Bandung,Jawa Barat,32.04.35
6650,32.04.36,32.04,32,Ibun,Bandung,Jawa Barat,32.04.36
6651,75.02.05,75.02,75,Mananggu,Boalemo,Gorontalo,75.02.05
6652,32.04.33,32.04,32,Majalaya,Bandung,Jawa Barat,32.04.33
6653,75.02.06,75.02,75,Botumoita,Boalemo,Gorontalo,75.02.06
6654,32.04.34,32.04,32,Solokanjeruk,Bandung,Jawa Barat,32.04.34
6655,75.02.03,75.02,75,Dulupi,Boalemo,Gorontalo,75.02.03
6656,75.02.04,75.02,75,Tilamuta,Boalemo,Gorontalo,75.02.04
6657,75.02.07,75.02,75,Paguyaman Pantai,Boalemo,Gorontalo,75.02.07
6658,53.10.13,53.10,53,Satar Mese Barat,Manggarai,Nusa Tenggara Timur,53.10.13
6659,53.02.27,53.02,53,Kuatnana,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.27
6660,53.10.14,53.10,53,Rahong Utara,Manggarai,Nusa Tenggara Timur,53.10.14
6661,53.02.28,53.02,53,Fautmolo,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.28
6662,53.10.11,53.10,53,Reok,Manggarai,Nusa Tenggara Timur,53.10.11
6663,53.02.25,53.02,53,Santian,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.25
6664,53.10.12,53.10,53,Langke Rembong,Manggarai,Nusa Tenggara Timur,53.10.12
6665,53.02.26,53.02,53,Noebeba,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.26
6666,53.10.17,53.10,53,Cibal barat,Manggarai,Nusa Tenggara Timur,53.10.17
6667,53.10.18,53.10,53,Satar Mese Utara,Manggarai,Nusa Tenggara Timur,53.10.18
6668,75.02.01,75.02,75,Paguyaman,Boalemo,Gorontalo,75.02.01
6669,18.11.02,18.11,18,Mesuji Timur,Mesuji,Lampung,18.11.02
6670,53.10.15,53.10,53,Lelak,Manggarai,Nusa Tenggara Timur,53.10.15
6671,75.02.02,75.02,75,Wonosari,Boalemo,Gorontalo,75.02.02
6672,18.11.03,18.11,18,Rawa Jitu Utara,Mesuji,Lampung,18.11.03
6673,53.02.29,53.02,53,Fatukopa,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.29
6674,53.10.16,53.10,53,Reok Barat,Manggarai,Nusa Tenggara Timur,53.10.16
6675,18.11.01,18.11,18,Mesuji,Mesuji,Lampung,18.11.01
6676,11.01.08,11.01,11,Tapaktuan,Aceh Selatan,Aceh,11.01.08
6677,18.11.06,18.11,18,Panca Jaya,Mesuji,Lampung,18.11.06
6678,53.02.20,53.02,53,Kot olin,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.20
6679,11.01.09,11.01,11,Trumon,Aceh Selatan,Aceh,11.01.09
6680,18.11.07,18.11,18,Tanjung Raya,Mesuji,Lampung,18.11.07
6681,16.07.03,16.07,16,Banyuasin III,Banyuasin,Sumatera Selatan,16.07.03
6682,18.11.04,18.11,18,Way Serdang,Mesuji,Lampung,18.11.04
6683,16.07.04,16.07,16,Pulau Rimau,Banyuasin,Sumatera Selatan,16.07.04
6684,65.01.03,65.01,65,Tanjung Palas Utara,Bulungan,Kalimantan Utara,65.01.03
6685,18.11.05,18.11,18,Simpang Pematang,Mesuji,Lampung,18.11.05
6686,53.02.23,53.02,53,Kok Baun,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.23
6687,16.07.01,16.07,16,Banyuasin I,Banyuasin,Sumatera Selatan,16.07.01
6688,65.01.04,65.01,65,Tanjung Palas Timur,Bulungan,Kalimantan Utara,65.01.04
6689,53.02.24,53.02,53,Noebana,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.24
6690,16.07.02,16.07,16,Banyuasin II,Banyuasin,Sumatera Selatan,16.07.02
6691,65.01.01,65.01,65,Tanjung Palas,Bulungan,Kalimantan Utara,65.01.01
6692,53.02.21,53.02,53,Kualin,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.21
6693,16.07.07,16.07,16,Muara Padang,Banyuasin,Sumatera Selatan,16.07.07
6694,11.01.13,11.01,11,Kluet Tengah,Aceh Selatan,Aceh,11.01.13
6695,65.01.02,65.01,65,Tanjung Palas Barat,Bulungan,Kalimantan Utara,65.01.02
6696,53.02.22,53.02,53,Mollo Barat,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.22
6697,16.07.08,16.07,16,Muara Telang,Banyuasin,Sumatera Selatan,16.07.08
6698,11.01.14,11.01,11,Kluet Timur,Aceh Selatan,Aceh,11.01.14
6699,65.01.07,65.01,65,Peso,Bulungan,Kalimantan Utara,65.01.07
6700,16.07.05,16.07,16,Betung,Banyuasin,Sumatera Selatan,16.07.05
6701,11.01.11,11.01,11,Labuhan Haji Timur,Aceh Selatan,Aceh,11.01.11
6702,65.01.08,65.01,65,Peso Hilir,Bulungan,Kalimantan Utara,65.01.08
6703,16.07.06,16.07,16,Rambutan,Banyuasin,Sumatera Selatan,16.07.06
6704,11.01.12,11.01,11,Labuhan Haji Barat,Aceh Selatan,Aceh,11.01.12
6705,65.01.05,65.01,65,Tanjung Selor,Bulungan,Kalimantan Utara,65.01.05
6706,11.01.17,11.01,11,Kota Bahagia,Aceh Selatan,Aceh,11.01.17
6707,65.01.06,65.01,65,Tanjung Palas Tengah,Bulungan,Kalimantan Utara,65.01.06
6708,11.01.18,11.01,11,Trumon Tengah,Aceh Selatan,Aceh,11.01.18
6709,11.01.15,11.01,11,Bakongan Timur,Aceh Selatan,Aceh,11.01.15
6710,11.01.16,11.01,11,Trumon Timur,Aceh Selatan,Aceh,11.01.16
6711,11.01.10,11.01,11,Pasi Raja,Aceh Selatan,Aceh,11.01.10
6712,35.--.--,35.--,35,,,Jawa Timur,35.--.--
6713,65.01.09,65.01,65,Sekatak,Bulungan,Kalimantan Utara,65.01.09
6714,53.02.30,53.02,53,Mollo Tengah,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.30
6715,53.02.31,53.02,53,Tobu,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.31
6716,53.02.32,53.02,53,Nunbena,Timor Tengah Selatan,Nusa Tenggara Timur,53.02.32
6717,65.01.10,65.01,65,Bunyu,Bulungan,Kalimantan Utara,65.01.10
6718,17.02.16,17.02,17,Curup Utara,Rejang Lebong,Bengkulu,17.02.16
6719,17.02.17,17.02,17,Curup Timur,Rejang Lebong,Bengkulu,17.02.17
6720,17.02.18,17.02,17,Curup Selatan,Rejang Lebong,Bengkulu,17.02.18
6721,17.02.19,17.02,17,Curup Tengah,Rejang Lebong,Bengkulu,17.02.19
6722,17.02.20,17.02,17,Binduriang,Rejang Lebong,Bengkulu,17.02.20
6723,32.17.08,32.17,32,Padalarang,Bandung Barat,Jawa Barat,32.17.08
6724,32.08.08,32.08,32,Garawangi,Kuningan,Jawa Barat,32.08.08
6725,17.02.23,17.02,17,Sindang Beliti Ilir,Rejang Lebong,Bengkulu,17.02.23
6726,32.17.09,32.17,32,Batujajar,Bandung Barat,Jawa Barat,32.17.09
6727,32.08.09,32.08,32,Kuningan,Kuningan,Jawa Barat,32.08.09
6728,17.02.24,17.02,17,Bermani Ulu Raya,Rejang Lebong,Bengkulu,17.02.24
6729,32.17.06,32.17,32,Ngamprah,Bandung Barat,Jawa Barat,32.17.06
6730,17.02.21,17.02,17,Sindang Beliti Ulu,Rejang Lebong,Bengkulu,17.02.21
6731,32.17.07,32.17,32,Cipatat,Bandung Barat,Jawa Barat,32.17.07
6732,17.02.22,17.02,17,Sindang Dataran,Rejang Lebong,Bengkulu,17.02.22
6733,32.08.02,32.08,32,Ciniru,Kuningan,Jawa Barat,32.08.02
6734,32.08.03,32.08,32,Subang,Kuningan,Jawa Barat,32.08.03
6735,32.17.01,32.17,32,Lembang,Bandung Barat,Jawa Barat,32.17.01
6736,32.08.01,32.08,32,Kadugede,Kuningan,Jawa Barat,32.08.01
6737,32.08.06,32.08,32,Luragung,Kuningan,Jawa Barat,32.08.06
6738,32.08.07,32.08,32,Lebakwangi,Kuningan,Jawa Barat,32.08.07
6739,32.17.04,32.17,32,Cikalongwetan,Bandung Barat,Jawa Barat,32.17.04
6740,32.08.04,32.08,32,Ciwaru,Kuningan,Jawa Barat,32.08.04
6741,32.17.05,32.17,32,Cipeundeuy,Bandung Barat,Jawa Barat,32.17.05
6742,32.08.05,32.08,32,Cibingbin,Kuningan,Jawa Barat,32.08.05
6743,32.17.02,32.17,32,Parongpong,Bandung Barat,Jawa Barat,32.17.02
6744,32.17.03,32.17,32,Cisarua,Bandung Barat,Jawa Barat,32.17.03
6745,32.08.10,32.08,32,Ciawigebang,Kuningan,Jawa Barat,32.08.10
6746,13.05.04,13.05,13,2 X 11 Enam Lingkuang,Padang Pariaman,Sumatera Barat,13.05.04
6747,13.05.05,13.05,13,Vii Koto Sungai Sarik,Padang Pariaman,Sumatera Barat,13.05.05
6748,13.05.02,13.05,13,Batang Anai,Padang Pariaman,Sumatera Barat,13.05.02
6749,13.05.03,13.05,13,Nan Sabaris,Padang Pariaman,Sumatera Barat,13.05.03
6750,13.05.08,13.05,13,Sungai Limau,Padang Pariaman,Sumatera Barat,13.05.08
6751,13.05.09,13.05,13,Iv Koto Aur Malintang,Padang Pariaman,Sumatera Barat,13.05.09
6752,13.05.06,13.05,13,V Koto Kampung Dalam,Padang Pariaman,Sumatera Barat,13.05.06
6753,13.05.07,13.05,13,Sungai Garingging,Padang Pariaman,Sumatera Barat,13.05.07
6754,32.08.19,32.08,32,Pasawahan,Kuningan,Jawa Barat,32.08.19
6755,13.05.01,13.05,13,Lubuk Alung,Padang Pariaman,Sumatera Barat,13.05.01
6756,32.08.13,32.08,32,Cilimus,Kuningan,Jawa Barat,32.08.13
6757,32.08.14,32.08,32,Mandirancan,Kuningan,Jawa Barat,32.08.14
6758,32.17.11,32.17,32,Cililin,Bandung Barat,Jawa Barat,32.17.11
6759,32.08.11,32.08,32,Cidahu,Kuningan,Jawa Barat,32.08.11
6760,32.17.12,32.17,32,Cipongkor,Bandung Barat,Jawa Barat,32.17.12
6761,32.08.12,32.08,32,Jalaksana,Kuningan,Jawa Barat,32.08.12
6762,32.08.17,32.08,32,Darma,Kuningan,Jawa Barat,32.08.17
6763,32.17.10,32.17,32,Cihampelas,Bandung Barat,Jawa Barat,32.17.10
6764,32.08.18,32.08,32,Cigugur,Kuningan,Jawa Barat,32.08.18
6765,32.17.15,32.17,32,Gununghalu,Bandung Barat,Jawa Barat,32.17.15
6766,32.08.15,32.08,32,Selajambe,Kuningan,Jawa Barat,32.08.15
6767,32.17.16,32.17,32,Saguling,Bandung Barat,Jawa Barat,32.17.16
6768,32.08.16,32.08,32,Kramatmulya,Kuningan,Jawa Barat,32.08.16
6769,32.17.13,32.17,32,Rongga,Bandung Barat,Jawa Barat,32.17.13
6770,32.17.14,32.17,32,Sindangkerta,Bandung Barat,Jawa Barat,32.17.14
6771,32.08.20,32.08,32,Nusaherang,Kuningan,Jawa Barat,32.08.20
6772,32.08.21,32.08,32,Cipicung,Kuningan,Jawa Barat,32.08.21
6773,18.01.09,18.01,18,Penengahan,Lampung Selatan,Lampung,18.01.09
6774,18.01.04,18.01,18,Natar,Lampung Selatan,Lampung,18.01.04
6775,18.01.07,18.01,18,Sidomulyo,Lampung Selatan,Lampung,18.01.07
6776,18.01.08,18.01,18,Katibung,Lampung Selatan,Lampung,18.01.08
6777,18.01.05,18.01,18,Tanjung Bintang,Lampung Selatan,Lampung,18.01.05
6778,18.01.06,18.01,18,Kalianda,Lampung Selatan,Lampung,18.01.06
6779,32.14.05,32.14,32,Sukatani,Purwakarta,Jawa Barat,32.14.05
6780,32.14.06,32.14,32,Darangdan,Purwakarta,Jawa Barat,32.14.06
6781,32.08.24,32.08,32,Cimahi,Kuningan,Jawa Barat,32.08.24
6782,32.14.03,32.14,32,Jatiluhur,Purwakarta,Jawa Barat,32.14.03
6783,32.08.25,32.08,32,Cilebak,Kuningan,Jawa Barat,32.08.25
6784,32.14.04,32.14,32,Plered,Purwakarta,Jawa Barat,32.14.04
6785,32.08.22,32.08,32,Pancalang,Kuningan,Jawa Barat,32.08.22
