,KODE_KEC,KODE_KK,KODE_PROV,KECAMATAN,KAB_KOTA,PROVINSI,FID
6786,32.14.09,32.14,32,Wanayasa,Purwakarta,Jawa Barat,32.14.09
6787,18.01.10,18.01,18,Palas,Lampung Selatan,Lampung,18.01.10
6788,32.08.23,32.08,32,Japara,Kuningan,Jawa Barat,32.08.23
6789,32.08.28,32.08,32,Cibeureum,Kuningan,Jawa Barat,32.08.28
6790,32.14.07,32.14,32,Maniis,Purwakarta,Jawa Barat,32.14.07
6791,32.08.29,32.08,32,Karang Kancana,Kuningan,Jawa Barat,32.08.29
6792,32.14.08,32.14,32,Tegalwaru,Purwakarta,Jawa Barat,32.14.08
6793,32.08.26,32.08,32,Hantara,Kuningan,Jawa Barat,32.08.26
6794,32.08.27,32.08,32,Kalimanggis,Kuningan,Jawa Barat,32.08.27
6795,35.17.05,35.17,35,Wonosalam,Jombang,Jawa Timur,35.17.05
6796,35.17.06,35.17,35,Mojoagung,Jombang,Jawa Timur,35.17.06
6797,35.17.03,35.17,35,Ngoro,Jombang,Jawa Timur,35.17.03
6798,32.14.01,32.14,32,Purwakarta,Purwakarta,Jawa Barat,32.14.01
6799,35.17.04,35.17,35,Bareng,Jombang,Jawa Timur,35.17.04
6800,32.14.02,32.14,32,Campaka,Purwakarta,Jawa Barat,32.14.02
6801,35.17.09,35.17,35,Jombang,Jombang,Jawa Timur,35.17.09
6802,32.08.31,32.08,32,Sindangagung,Kuningan,Jawa Barat,32.08.31
6803,32.08.32,32.08,32,Cigandamekar,Kuningan,Jawa Barat,32.08.32
6804,35.17.07,35.17,35,Mojowarno,Jombang,Jawa Timur,35.17.07
6805,35.17.08,35.17,35,Diwek,Jombang,Jawa Timur,35.17.08
6806,32.08.30,32.08,32,Maleber,Kuningan,Jawa Barat,32.08.30
6807,35.17.01,35.17,35,Perak,Jombang,Jawa Timur,35.17.01
6808,35.17.02,35.17,35,Gudo,Jombang,Jawa Timur,35.17.02
6809,18.01.14,18.01,18,Ketapang,Lampung Selatan,Lampung,18.01.14
6810,18.01.15,18.01,18,Sragi,Lampung Selatan,Lampung,18.01.15
6811,18.01.13,18.01,18,Jati Agung,Lampung Selatan,Lampung,18.01.13
6812,18.01.18,18.01,18,Merbau Mataram,Lampung Selatan,Lampung,18.01.18
6813,18.01.16,18.01,18,Raja Basa,Lampung Selatan,Lampung,18.01.16
6814,18.01.17,18.01,18,Candipuro,Lampung Selatan,Lampung,18.01.17
6815,32.14.16,32.14,32,Pondoksalam,Purwakarta,Jawa Barat,32.14.16
6816,32.14.17,32.14,32,Kiarapedes,Purwakarta,Jawa Barat,32.14.17
6817,32.14.14,32.14,32,Cibatu,Purwakarta,Jawa Barat,32.14.14
6818,32.14.15,32.14,32,Sukasari,Purwakarta,Jawa Barat,32.14.15
6819,18.01.21,18.01,18,Bakauheni,Lampung Selatan,Lampung,18.01.21
6820,18.01.22,18.01,18,Tanjung Sari,Lampung Selatan,Lampung,18.01.22
6821,35.08.21,35.08,35,Sumbersuko,Lumajang,Jawa Timur,35.08.21
6822,32.14.12,32.14,32,Babakancikao,Purwakarta,Jawa Barat,32.14.12
6823,35.08.20,35.08,35,Ranuyoso,Lumajang,Jawa Timur,35.08.20
6824,32.14.13,32.14,32,Bungursari,Purwakarta,Jawa Barat,32.14.13
6825,32.14.10,32.14,32,Pasawahan,Purwakarta,Jawa Barat,32.14.10
6826,32.14.11,32.14,32,Bojong,Purwakarta,Jawa Barat,32.14.11
6827,73.08.20,73.08,73,Cenrana,Bone,Sulawesi Selatan,73.08.20
6828,73.08.23,73.08,73,Tanete Riattang Timur,Bone,Sulawesi Selatan,73.08.23
6829,73.08.24,73.08,73,Amali,Bone,Sulawesi Selatan,73.08.24
6830,73.08.21,73.08,73,Tanete Riattang,Bone,Sulawesi Selatan,73.08.21
6831,73.08.22,73.08,73,Tanete Riattang Barat,Bone,Sulawesi Selatan,73.08.22
6832,12.73.04,12.73,12,Sibolga Sambas,Kota Sibolga,Sumatera Utara,12.73.04
6833,12.73.02,12.73,12,Sibolga Kota,Kota Sibolga,Sumatera Utara,12.73.02
6834,12.73.03,12.73,12,Sibolga Selatan,Kota Sibolga,Sumatera Utara,12.73.03
6835,36.01.07,36.01,36,Angsana,Pandeglang,Banten,36.01.07
6836,36.01.08,36.01,36,Munjul,Pandeglang,Banten,36.01.08
6837,36.01.05,36.01,36,Cigeulis,Pandeglang,Banten,36.01.05
6838,36.01.06,36.01,36,Panimbang,Pandeglang,Banten,36.01.06
6839,73.08.27,73.08,73,Patimpeng,Bone,Sulawesi Selatan,73.08.27
6840,36.01.09,36.01,36,Pagelaran,Pandeglang,Banten,36.01.09
6841,73.08.25,73.08,73,Tellulimpoe,Bone,Sulawesi Selatan,73.08.25
6842,35.76.02,35.76,35,Magersari,Kota Mojokerto,Jawa Timur,35.76.02
6843,73.08.26,73.08,73,Bengo,Bone,Sulawesi Selatan,73.08.26
6844,35.76.03,35.76,35,Kranggan,Kota Mojokerto,Jawa Timur,35.76.03
6845,36.01.10,36.01,36,Bojong,Pandeglang,Banten,36.01.10
6846,36.01.11,36.01,36,Picung,Pandeglang,Banten,36.01.11
6847,35.76.01,35.76,35,Prajuritkulon,Kota Mojokerto,Jawa Timur,35.76.01
6848,11.01.02,11.01,11,Kluet Utara,Aceh Selatan,Aceh,11.01.02
6849,36.01.14,36.01,36,Saketi,Pandeglang,Banten,36.01.14
6850,11.01.03,11.01,11,Kluet Selatan,Aceh Selatan,Aceh,11.01.03
6851,36.01.15,36.01,36,Cipeucang,Pandeglang,Banten,36.01.15
6852,36.01.12,36.01,36,Labuan,Pandeglang,Banten,36.01.12
6853,11.01.01,11.01,11,Bakongan,Aceh Selatan,Aceh,11.01.01
6854,36.01.13,36.01,36,Menes,Pandeglang,Banten,36.01.13
6855,11.01.06,11.01,11,Samadua,Aceh Selatan,Aceh,11.01.06
6856,11.01.07,11.01,11,Sawang,Aceh Selatan,Aceh,11.01.07
6857,11.01.04,11.01,11,Labuhanhaji,Aceh Selatan,Aceh,11.01.04
6858,11.01.05,11.01,11,Meukek,Aceh Selatan,Aceh,11.01.05
6859,19.02.03,19.02,19,Selat Nasik,Belitung,Kepulauan Bangka Belitung,19.02.03
6860,36.01.18,36.01,36,Cimanuk,Pandeglang,Banten,36.01.18
6861,19.02.04,19.02,19,Sijuk,Belitung,Kepulauan Bangka Belitung,19.02.04
6862,36.01.19,36.01,36,Kaduhejo,Pandeglang,Banten,36.01.19
6863,19.02.01,19.02,19,Tanjung Pandan,Belitung,Kepulauan Bangka Belitung,19.02.01
6864,36.01.16,36.01,36,Jiput,Pandeglang,Banten,36.01.16
6865,19.02.02,19.02,19,Membalong,Belitung,Kepulauan Bangka Belitung,19.02.02
6866,36.01.17,36.01,36,Mandalawangi,Pandeglang,Banten,36.01.17
6867,19.02.05,19.02,19,Badau,Belitung,Kepulauan Bangka Belitung,19.02.05
6868,36.01.21,36.01,36,Pandeglang,Pandeglang,Banten,36.01.21
6869,36.01.22,36.01,36,Cadasari,Pandeglang,Banten,36.01.22
6870,36.01.20,36.01,36,Banjar,Pandeglang,Banten,36.01.20
6871,36.01.25,36.01,36,Karang Tanjung,Pandeglang,Banten,36.01.25
6872,36.01.26,36.01,36,Cikedal,Pandeglang,Banten,36.01.26
6873,36.01.23,36.01,36,Cisata,Pandeglang,Banten,36.01.23
6874,36.01.24,36.01,36,Patia,Pandeglang,Banten,36.01.24
6875,73.15.09,73.15,73,Tiroang,Pinrang,Sulawesi Selatan,73.15.09
6876,73.15.07,73.15,73,Lembang,Pinrang,Sulawesi Selatan,73.15.07
6877,73.15.08,73.15,73,Cempa,Pinrang,Sulawesi Selatan,73.15.08
6878,73.15.01,73.15,73,Matirro Sompe,Pinrang,Sulawesi Selatan,73.15.01
6879,73.15.02,73.15,73,Suppa,Pinrang,Sulawesi Selatan,73.15.02
6880,36.01.29,36.01,36,Sukaresmi,Pandeglang,Banten,36.01.29
6881,73.15.05,73.15,73,Patampanua,Pinrang,Sulawesi Selatan,73.15.05
6882,73.15.06,73.15,73,Duampanua,Pinrang,Sulawesi Selatan,73.15.06
6883,36.01.27,36.01,36,Cibitung,Pandeglang,Banten,36.01.27
6884,73.15.03,73.15,73,Mattiro Bulu,Pinrang,Sulawesi Selatan,73.15.03
6885,36.01.28,36.01,36,Carita,Pandeglang,Banten,36.01.28
6886,73.15.04,73.15,73,Watang Sawito,Pinrang,Sulawesi Selatan,73.15.04
6887,31.75.01,31.75,31,Matraman,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.01
6888,31.75.02,31.75,31,Pulogadung,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.02
6889,36.01.32,36.01,36,Pulosari,Pandeglang,Banten,36.01.32
6890,31.75.05,31.75,31,Pasar Rebo,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.05
6891,36.01.33,36.01,36,Koroncong,Pandeglang,Banten,36.01.33
6892,17.02.06,17.02,17,Kota Padang,Rejang Lebong,Bengkulu,17.02.06
6893,31.75.06,31.75,31,Cakung,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.06
6894,36.01.30,36.01,36,Mekarjaya,Pandeglang,Banten,36.01.30
6895,31.75.03,31.75,31,Jatinegara,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.03
6896,36.01.31,36.01,36,Sindangresmi,Pandeglang,Banten,36.01.31
6897,31.75.04,31.75,31,Kramatjati,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.04
6898,17.02.09,17.02,17,Curup,Rejang Lebong,Bengkulu,17.02.09
6899,36.01.34,36.01,36,Majasari,Pandeglang,Banten,36.01.34
6900,17.02.07,17.02,17,Padang Ulak Tanding,Rejang Lebong,Bengkulu,17.02.07
6901,36.01.35,36.01,36,Sobang,Pandeglang,Banten,36.01.35
6902,17.02.08,17.02,17,Sindang Kelingi,Rejang Lebong,Bengkulu,17.02.08
6903,35.12.01,35.12,35,Jatibanteng,Situbondo,Jawa Timur,35.12.01
6904,17.02.10,17.02,17,Bermani Ulu,Rejang Lebong,Bengkulu,17.02.10
6905,17.02.11,17.02,17,Selupu Rejang,Rejang Lebong,Bengkulu,17.02.11
6906,91.27.02,91.27,91,Homeyo,Intan Jaya,Papua Tengah,91.27.02
6907,35.12.04,35.12,35,Mlandingan,Situbondo,Jawa Timur,35.12.04
6908,91.27.03,91.27,91,Wandai,Intan Jaya,Papua Tengah,91.27.03
6909,35.12.05,35.12,35,Kendit,Situbondo,Jawa Timur,35.12.05
6910,35.12.02,35.12,35,Besuki,Situbondo,Jawa Timur,35.12.02
6911,91.27.01,91.27,91,Sugapa,Intan Jaya,Papua Tengah,91.27.01
6912,35.12.03,35.12,35,Suboh,Situbondo,Jawa Timur,35.12.03
6913,31.75.09,31.75,31,Ciracas,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.09
6914,73.15.12,73.15,73,Batu Lappa,Pinrang,Sulawesi Selatan,73.15.12
6915,31.75.07,31.75,31,Duren Sawit,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.07
6916,73.15.10,73.15,73,Lanrisang,Pinrang,Sulawesi Selatan,73.15.10
6917,31.75.08,31.75,31,Makasar,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.08
6918,73.15.11,73.15,73,Paleteang,Pinrang,Sulawesi Selatan,73.15.11
6919,31.75.10,31.75,31,Cipayung,Kota Administrasi Jakarta Timur,DKI Jakarta,31.75.10
6920,64.07.08,64.07,64,Damai,Kutai Barat,Kalimantan Timur,64.07.08
6921,64.07.09,64.07,64,Muara Lawa,Kutai Barat,Kalimantan Timur,64.07.09
6922,91.27.06,91.27,91,Hitadipa,Intan Jaya,Papua Tengah,91.27.06
6923,35.12.08,35.12,35,Panji,Situbondo,Jawa Timur,35.12.08
6924,91.27.07,91.27,91,Ugimba,Intan Jaya,Papua Tengah,91.27.07
6925,35.12.09,35.12,35,Mangaran,Situbondo,Jawa Timur,35.12.09
6926,91.27.04,91.27,91,Biandoga,Intan Jaya,Papua Tengah,91.27.04
6927,35.12.06,35.12,35,Panarukan,Situbondo,Jawa Timur,35.12.06
6928,91.27.05,91.27,91,Agisiga,Intan Jaya,Papua Tengah,91.27.05
6929,35.12.07,35.12,35,Situbondo,Situbondo,Jawa Timur,35.12.07
6930,91.27.08,91.27,91,Tomosiga,Intan Jaya,Papua Tengah,91.27.08
6931,64.07.06,64.07,64,Melak,Kutai Barat,Kalimantan Timur,64.07.06
6932,64.07.07,64.07,64,Barong Tongkok,Kutai Barat,Kalimantan Timur,64.07.07
6933,35.12.11,35.12,35,Arjasa,Situbondo,Jawa Timur,35.12.11
6934,35.12.12,35.12,35,Jangkar,Situbondo,Jawa Timur,35.12.12
6935,64.07.05,64.07,64,Long Iram,Kutai Barat,Kalimantan Timur,64.07.05
6936,35.12.10,35.12,35,Kapongan,Situbondo,Jawa Timur,35.12.10
6937,35.12.15,35.12,35,Sumbermalang,Situbondo,Jawa Timur,35.12.15
6938,35.12.16,35.12,35,Banyuglugur,Situbondo,Jawa Timur,35.12.16
6939,35.12.13,35.12,35,Asembagus,Situbondo,Jawa Timur,35.12.13
6940,35.12.14,35.12,35,Banyuputih,Situbondo,Jawa Timur,35.12.14
6941,64.07.10,64.07,64,Muara Pahu,Kutai Barat,Kalimantan Timur,64.07.10
6942,64.07.19,64.07,64,Tering,Kutai Barat,Kalimantan Timur,64.07.19
6943,53.08.09,53.08,53,Wolojita,Ende,Nusa Tenggara Timur,53.08.09
6944,35.12.17,35.12,35,Bungatan,Situbondo,Jawa Timur,35.12.17
6945,64.07.13,64.07,64,Penyinggahan,Kutai Barat,Kalimantan Timur,64.07.13
6946,64.07.14,64.07,64,Bentian Besar,Kutai Barat,Kalimantan Timur,64.07.14
6947,53.08.03,53.08,53,Ende,Ende,Nusa Tenggara Timur,53.08.03
6948,64.07.11,64.07,64,Jempang,Kutai Barat,Kalimantan Timur,64.07.11
6949,53.08.04,53.08,53,Ende Selatan,Ende,Nusa Tenggara Timur,53.08.04
6950,64.07.12,64.07,64,Bongan,Kutai Barat,Kalimantan Timur,64.07.12
6951,53.08.01,53.08,53,Nangapanda,Ende,Nusa Tenggara Timur,53.08.01
6952,64.07.17,64.07,64,Siluq Ngurai,Kutai Barat,Kalimantan Timur,64.07.17
6953,53.08.02,53.08,53,Pulau Ende,Ende,Nusa Tenggara Timur,53.08.02
6954,64.07.18,64.07,64,Mook Manaar Bulatn,Kutai Barat,Kalimantan Timur,64.07.18
6955,53.08.07,53.08,53,Wewaria,Ende,Nusa Tenggara Timur,53.08.07
6956,64.07.15,64.07,64,Linggang Bigung,Kutai Barat,Kalimantan Timur,64.07.15
6957,53.08.08,53.08,53,Wolowaru,Ende,Nusa Tenggara Timur,53.08.08
6958,64.07.16,64.07,64,Nyuatan,Kutai Barat,Kalimantan Timur,64.07.16
6959,53.08.05,53.08,53,Ndona,Ende,Nusa Tenggara Timur,53.08.05
6960,53.08.06,53.08,53,Detusoko,Ende,Nusa Tenggara Timur,53.08.06
6961,52.02.06,52.02,52,Praya Timur,Lombok Tengah,Nusa Tenggara Barat,52.02.06
6962,52.02.07,52.02,52,Janapria,Lombok Tengah,Nusa Tenggara Barat,52.02.07
6963,52.02.04,52.02,52,Pujut,Lombok Tengah,Nusa Tenggara Barat,52.02.04
6964,52.02.05,52.02,52,Praya Barat,Lombok Tengah,Nusa Tenggara Barat,52.02.05
6965,53.08.10,53.08,53,Maurole,Ende,Nusa Tenggara Timur,53.08.10
6966,53.08.11,53.08,53,Maukaro,Ende,Nusa Tenggara Timur,53.08.11
6967,52.02.08,52.02,52,Pringgarata,Lombok Tengah,Nusa Tenggara Barat,52.02.08
6968,52.02.09,52.02,52,Kopang,Lombok Tengah,Nusa Tenggara Barat,52.02.09
6969,52.02.02,52.02,52,Jonggat,Lombok Tengah,Nusa Tenggara Barat,52.02.02
6970,52.02.03,52.02,52,Batukliang,Lombok Tengah,Nusa Tenggara Barat,52.02.03
6971,52.02.01,52.02,52,Praya,Lombok Tengah,Nusa Tenggara Barat,52.02.01
6972,35.18.20,35.18,35,Jatikalen,Nganjuk,Jawa Timur,35.18.20
6973,53.08.14,53.08,53,Kelimutu,Ende,Nusa Tenggara Timur,53.08.14
6974,53.08.15,53.08,53,Detukeli,Ende,Nusa Tenggara Timur,53.08.15
6975,53.08.12,53.08,53,Lio Timur,Ende,Nusa Tenggara Timur,53.08.12
6976,53.08.13,53.08,53,Kota Baru,Ende,Nusa Tenggara Timur,53.08.13
6977,53.08.18,53.08,53,Ende Utara,Ende,Nusa Tenggara Timur,53.08.18
6978,53.08.19,53.08,53,Ende Tengah,Ende,Nusa Tenggara Timur,53.08.19
6979,53.08.16,53.08,53,Ndona Timur,Ende,Nusa Tenggara Timur,53.08.16
6980,53.08.17,53.08,53,Ndori,Ende,Nusa Tenggara Timur,53.08.17
6981,53.08.21,53.08,53,Lepembusu Kelisoke,Ende,Nusa Tenggara Timur,53.08.21
6982,53.08.20,53.08,53,Ende Timur,Ende,Nusa Tenggara Timur,53.08.20
6983,52.02.10,52.02,52,Praya Tengah,Lombok Tengah,Nusa Tenggara Barat,52.02.10
6984,52.02.11,52.02,52,Praya Barat Daya,Lombok Tengah,Nusa Tenggara Barat,52.02.11
6985,52.02.12,52.02,52,Batukliang Utara,Lombok Tengah,Nusa Tenggara Barat,52.02.12
6986,75.71.01,75.71,75,Kota Barat,Kota Gorontalo,Gorontalo,75.71.01
6987,75.71.02,75.71,75,Kota Selatan,Kota Gorontalo,Gorontalo,75.71.02
6988,12.04.05,12.04,12,Hiliduho,Nias,Sumatera Utara,12.04.05
6989,12.04.06,12.04,12,Gido,Nias,Sumatera Utara,12.04.06
6990,75.71.05,75.71,75,Kota Timur,Kota Gorontalo,Gorontalo,75.71.05
6991,75.71.06,75.71,75,Kota Tengah,Kota Gorontalo,Gorontalo,75.71.06
6992,75.71.03,75.71,75,Kota Utara,Kota Gorontalo,Gorontalo,75.71.03
6993,75.71.04,75.71,75,Dungingi,Kota Gorontalo,Gorontalo,75.71.04
6994,36.01.03,36.01,36,Cibaliung,Pandeglang,Banten,36.01.03
6995,75.71.09,75.71,75,Hulonthalangi,Kota Gorontalo,Gorontalo,75.71.09
6996,36.01.04,36.01,36,Cikeusik,Pandeglang,Banten,36.01.04
6997,36.01.01,36.01,36,Sumur,Pandeglang,Banten,36.01.01
6998,75.71.07,75.71,75,Sipatana,Kota Gorontalo,Gorontalo,75.71.07
6999,33.28.07,33.28,33,Jatinegara,Tegal,Jawa Tengah,33.28.07
7000,36.01.02,36.01,36,Cimanggu,Pandeglang,Banten,36.01.02
7001,75.71.08,75.71,75,Dumbo Raya,Kota Gorontalo,Gorontalo,75.71.08
7002,33.28.08,33.28,33,Kedungbanteng,Tegal,Jawa Tengah,33.28.08
7003,33.28.05,33.28,33,Pagerbarang,Tegal,Jawa Tengah,33.28.05
7004,33.28.06,33.28,33,Lebaksiu,Tegal,Jawa Tengah,33.28.06
7005,33.28.09,33.28,33,Pangkah,Tegal,Jawa Tengah,33.28.09
7006,33.28.03,33.28,33,Bojong,Tegal,Jawa Tengah,33.28.03
7007,33.28.04,33.28,33,Balapulang,Tegal,Jawa Tengah,33.28.04
7008,33.28.01,33.28,33,Margasari,Tegal,Jawa Tengah,33.28.01
7009,33.28.02,33.28,33,Bumijawa,Tegal,Jawa Tengah,33.28.02
7010,12.04.11,12.04,12,Bawolato,Nias,Sumatera Utara,12.04.11
7011,12.04.10,12.04,12,Idanogawo,Nias,Sumatera Utara,12.04.10
7012,33.28.18,33.28,33,Dukuhwaru,Tegal,Jawa Tengah,33.28.18
7013,33.28.16,33.28,33,Suradadi,Tegal,Jawa Tengah,33.28.16
7014,33.28.17,33.28,33,Warureja,Tegal,Jawa Tengah,33.28.17
7015,33.28.10,33.28,33,Slawi,Tegal,Jawa Tengah,33.28.10
7016,33.28.11,33.28,33,Adiwerna,Tegal,Jawa Tengah,33.28.11
7017,33.28.14,33.28,33,Tarub,Tegal,Jawa Tengah,33.28.14
7018,33.28.15,33.28,33,Kramat,Tegal,Jawa Tengah,33.28.15
7019,33.28.12,33.28,33,Talang,Tegal,Jawa Tengah,33.28.12
7020,33.28.13,33.28,33,Dukuhturi,Tegal,Jawa Tengah,33.28.13
7021,12.--.--,12.--,12,,,Sumatera Utara,12.--.--
7022,92.05.01,92.05,92,Misool (Misool Utara),Raja Ampat,Papua Barat Daya,92.05.01
7023,92.05.02,92.05,92,Waigeo Utara,Raja Ampat,Papua Barat Daya,92.05.02
7024,91.06.21,91.06,91,Bondifuar,Biak Numfor,Papua,91.06.21
7025,91.06.20,91.06,91,Oridek,Biak Numfor,Papua,91.06.20
7026,61.07.01,61.07,61,Sungai Raya,Bengkayang,Kalimantan Barat,61.07.01
7027,61.07.02,61.07,61,Samalantan,Bengkayang,Kalimantan Barat,61.07.02
7028,12.15.04,12.15,12,Sitelu Tali Urang Julu,Pakpak Bharat,Sumatera Utara,12.15.04
7029,12.15.05,12.15,12,Pergetteng Getteng Sengkut,Pakpak Bharat,Sumatera Utara,12.15.05
7030,12.15.02,12.15,12,Kerajaan,Pakpak Bharat,Sumatera Utara,12.15.02
7031,12.15.03,12.15,12,Salak,Pakpak Bharat,Sumatera Utara,12.15.03
7032,12.15.08,12.15,12,Siempat Rube,Pakpak Bharat,Sumatera Utara,12.15.08
7033,12.15.06,12.15,12,Pagindar,Pakpak Bharat,Sumatera Utara,12.15.06
7034,12.15.07,12.15,12,Tinada,Pakpak Bharat,Sumatera Utara,12.15.07
7035,92.05.05,92.05,92,Kepulauan Ayau,Raja Ampat,Papua Barat Daya,92.05.05
7036,92.05.06,92.05,92,Misool Timur,Raja Ampat,Papua Barat Daya,92.05.06
7037,92.05.03,92.05,92,Waigeo Selatan,Raja Ampat,Papua Barat Daya,92.05.03
7038,12.15.01,12.15,12,Sitelu Tali Urang Jehe,Pakpak Bharat,Sumatera Utara,12.15.01
7039,92.05.04,92.05,92,Salawati Utara,Raja Ampat,Papua Barat Daya,92.05.04
7040,92.05.09,92.05,92,Teluk Mayalibit,Raja Ampat,Papua Barat Daya,92.05.09
7041,92.05.07,92.05,92,Waigeo Barat,Raja Ampat,Papua Barat Daya,92.05.07
7042,92.05.08,92.05,92,Waigeo Timur,Raja Ampat,Papua Barat Daya,92.05.08
7043,61.07.05,61.07,61,Seluas,Bengkayang,Kalimantan Barat,61.07.05
7044,61.07.06,61.07,61,Sanggau Ledo,Bengkayang,Kalimantan Barat,61.07.06
7045,35.18.06,35.18,35,Prambon,Nganjuk,Jawa Timur,35.18.06
7046,61.07.03,61.07,61,Ledo,Bengkayang,Kalimantan Barat,61.07.03
7047,35.18.07,35.18,35,Ngronggot,Nganjuk,Jawa Timur,35.18.07
7048,61.07.04,61.07,61,Bengkayang,Bengkayang,Kalimantan Barat,61.07.04
7049,35.18.04,35.18,35,Loceret,Nganjuk,Jawa Timur,35.18.04
7050,61.07.09,61.07,61,Teriak,Bengkayang,Kalimantan Barat,61.07.09
7051,35.18.05,35.18,35,Pace,Nganjuk,Jawa Timur,35.18.05
7052,92.05.13,92.05,92,Misool Selatan,Raja Ampat,Papua Barat Daya,92.05.13
7053,61.07.07,61.07,61,Jagoi Babang,Bengkayang,Kalimantan Barat,61.07.07
7054,92.05.10,92.05,92,Kofiau,Raja Ampat,Papua Barat Daya,92.05.10
7055,74.15.06,74.15,74,Siompu,Buton Selatan,Sulawesi Tenggara,74.15.06
7056,61.07.08,61.07,61,Monterado,Bengkayang,Kalimantan Barat,61.07.08
7057,92.05.11,92.05,92,Meos Mansar,Raja Ampat,Papua Barat Daya,92.05.11
7058,74.15.07,74.15,74,Kadatua,Buton Selatan,Sulawesi Tenggara,74.15.07
7059,35.18.08,35.18,35,Kertosono,Nganjuk,Jawa Timur,35.18.08
7060,35.18.09,35.18,35,Patianrowo,Nganjuk,Jawa Timur,35.18.09
7061,61.07.12,61.07,61,Siding,Bengkayang,Kalimantan Barat,61.07.12
7062,61.07.13,61.07,61,Lumar,Bengkayang,Kalimantan Barat,61.07.13
7063,74.15.01,74.15,74,Batauga,Buton Selatan,Sulawesi Tenggara,74.15.01
7064,35.18.02,35.18,35,Ngetos,Nganjuk,Jawa Timur,35.18.02
7065,61.07.10,61.07,61,Suti Semarang,Bengkayang,Kalimantan Barat,61.07.10
7066,35.18.03,35.18,35,Berbek,Nganjuk,Jawa Timur,35.18.03
7067,61.07.11,61.07,61,Capkala,Bengkayang,Kalimantan Barat,61.07.11
7068,74.15.04,74.15,74,Batu Atas,Buton Selatan,Sulawesi Tenggara,74.15.04
7069,35.18.01,35.18,35,Sawahan,Nganjuk,Jawa Timur,35.18.01
7070,74.15.05,74.15,74,Siompu Barat,Buton Selatan,Sulawesi Tenggara,74.15.05
7071,74.15.02,74.15,74,Sampolawa,Buton Selatan,Sulawesi Tenggara,74.15.02
7072,33.10.01,33.10,33,Prambanan,Klaten,Jawa Tengah,33.10.01
7073,74.15.03,74.15,74,Lapandewa,Buton Selatan,Sulawesi Tenggara,74.15.03
7074,33.10.04,33.10,33,Bayat,Klaten,Jawa Tengah,33.10.04
7075,33.10.05,33.10,33,Cawas,Klaten,Jawa Tengah,33.10.05
7076,33.10.02,33.10,33,Gantiwarno,Klaten,Jawa Tengah,33.10.02
7077,92.05.16,92.05,92,Misool Barat,Raja Ampat,Papua Barat Daya,92.05.16
7078,33.10.03,33.10,33,Wedi,Klaten,Jawa Tengah,33.10.03
7079,92.05.17,92.05,92,Kepulauan Sembilan,Raja Ampat,Papua Barat Daya,92.05.17
7080,92.05.14,92.05,92,Warwarbomi,Raja Ampat,Papua Barat Daya,92.05.14
7081,92.05.15,92.05,92,Waigeo Barat Kepulauan,Raja Ampat,Papua Barat Daya,92.05.15
7082,92.05.18,92.05,92,Kota Waisai,Raja Ampat,Papua Barat Daya,92.05.18
7083,92.05.19,92.05,92,Tiplol Mayalibit,Raja Ampat,Papua Barat Daya,92.05.19
7084,61.07.16,61.07,61,Lembah Bawang,Bengkayang,Kalimantan Barat,61.07.16
7085,61.07.17,61.07,61,Tujuh Belas,Bengkayang,Kalimantan Barat,61.07.17
7086,92.05.20,92.05,92,Batanta Utara,Raja Ampat,Papua Barat Daya,92.05.20
7087,35.18.17,35.18,35,Gondang,Nganjuk,Jawa Timur,35.18.17
7088,61.07.14,61.07,61,Sungai Betung,Bengkayang,Kalimantan Barat,61.07.14
7089,35.18.18,35.18,35,Ngluyu,Nganjuk,Jawa Timur,35.18.18
7090,61.07.15,61.07,61,Sungai Raya Kepulauan,Bengkayang,Kalimantan Barat,61.07.15
7091,35.18.15,35.18,35,Wilangan,Nganjuk,Jawa Timur,35.18.15
7092,92.05.23,92.05,92,Supnin,Raja Ampat,Papua Barat Daya,92.05.23
7093,35.18.16,35.18,35,Rejoso,Nganjuk,Jawa Timur,35.18.16
7094,92.05.24,92.05,92,Ayau,Raja Ampat,Papua Barat Daya,92.05.24
7095,92.05.21,92.05,92,Salawati Barat,Raja Ampat,Papua Barat Daya,92.05.21
7096,92.05.22,92.05,92,Salawati Tengah,Raja Ampat,Papua Barat Daya,92.05.22
7097,35.18.19,35.18,35,Lengkong,Nganjuk,Jawa Timur,35.18.19
7098,33.10.08,33.10,33,Jogonalan,Klaten,Jawa Tengah,33.10.08
7099,35.18.10,35.18,35,Baron,Nganjuk,Jawa Timur,35.18.10
7100,33.10.09,33.10,33,Manisrenggo,Klaten,Jawa Tengah,33.10.09
7101,33.10.06,33.10,33,Trucuk,Klaten,Jawa Tengah,33.10.06
7102,33.10.07,33.10,33,Kebonarum,Klaten,Jawa Tengah,33.10.07
7103,35.18.13,35.18,35,Nganjuk,Nganjuk,Jawa Timur,35.18.13
